Object Number	Is Public Domain	Department	Object Name	Title	Culture	Artist Role	Artist Prefix	Artist Display Name	Artist Suffix	Artist Alpha Sort	Artist Nationality	Artist Begin Date	Artist End Date	Object Date	Object Begin Date	Object End Date	Medium	Dimensions	Credit Line	Acquisition Date	City	State	County	Country	Region	Classification	Rights and Reproduction	Link Resource	Repository
89.4.3371	False	Musical Instruments	Courting Flute (siyotanka)	Courting flute (siyotanka)	Native American (Sioux)									ca. 1850–1900	1850	1900	Red pipestone (catlinite), lead, Native-tanned leather	"Height: 19 3/4 in. (50.2 cm)
Diameter: 1 5/16 in. (3.3 cm)"	The Crosby Brown Collection of Musical Instruments, 1889					United States	Great Plains	Aerophone, Blow Hole, end, blown flute (vertical)		http://www.metmuseum.org/art/collection/search/502914	Metropolitan Museum of Art, New York, NY
34.86.1 a	True	Musical Instruments	Violin	"""The Antonius"" Violin"	Italian (Cremona)	Maker		Antonio Stradivari		Stradivari, Antonio	Italian	1644	1737	1711	1711	1711	Maple, spruce, ebony	"Height: 23 in. (58.4 cm)
Width: 8 in. (20.3 cm)"	Bequest of Annie Bolton Matthews Bryant, 1933		Cremona			Italy		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/503008	Metropolitan Museum of Art, New York, NY
34.86.2 a	True	Musical Instruments	Violin	"""The Francesca"" Violin"	Italian (Cremona)	Maker		Antonio Stradivari		Stradivari, Antonio	Italian	1644	1737	1694	1694	1694	Maple, spruce, ebony, mother of pearl	"Height: 23 in. (58.4 cm)
Width: 8 in. (20.3 cm)
Depth (at lower bout): 1 3/16 in. (3 cm)"	Bequest of Annie Bolton Matthews Bryant, 1933		Cremona			Italy		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/503010	Metropolitan Museum of Art, New York, NY
53.6 a, b	True	Musical Instruments	Spinet	Spinet	Italian									1540	1501	1600	Wood, parchment, ivory, paint	"Width: 57 1/4 in. (145.4 cm)
Depth: 19 in. (48.3 cm)"	Purchase, Joseph Pulitzer Bequest, 1953		Venice			Italy		Chordophone, Zither, plucked, virginal		http://www.metmuseum.org/art/collection/search/503043	Metropolitan Museum of Art, New York, NY
55.86 a-c	True	Musical Instruments	Violin	"""The Gould"" Violin"	Italian (Cremona)	Maker		Antonio Stradivari		Stradivari, Antonio	Italian	1644	1737	1693	1693	1693	Maple, spruce, ebony	"Height: 23 1/4 in. (59 cm)
Width: 7 3/4 in. (19.7 cm)"	Gift of George Gould, 1955		Cremona			Italy		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/503045	Metropolitan Museum of Art, New York, NY
59.76	True	Musical Instruments	Grand Pianoforte	Grand Pianoforte	British	Designer|Manufacturer		George Henry Blake|Érard	, made in London	Blake, George Henry|Érard		1780	1959	ca. 1840	1820	1860	Satinwood veneer, oak, spruce, iron, steel, ebony, ivory, gilding, mother-of-pearl, holly, mahogany, burl walnut, tulipwood, silver wire	"Height (Total): 37 1/2 in. (95.3 cm)
Width (Of case, perpendicular to keyboard): 97 1/4 in. (247 cm)
Depth (Of case, parallel to keyboard): 58 7/8 in. (149.5 cm)"	Gift of Mrs. Henry McSweeney, 1959		London	England		United Kingdom		Chordophone, Zither, struck, piano		http://www.metmuseum.org/art/collection/search/503046	Metropolitan Museum of Art, New York, NY
64.101.1409	True	Musical Instruments	Mandora	Mandora	Italian									ca. 1420	1400	1440	Boxwood, rosewood, ebony	"Height: 14 3/16 in. (36 cm)
Width: 3 3/4 in. (9.6 cm)
Depth: 3 1/8 in. (8 cm)"	Gift of Irwin Untermyer, 1964		Milan?			Italy		Chordophone, Lute		http://www.metmuseum.org/art/collection/search/503048	Metropolitan Museum of Art, New York, NY
65.149 a, b	True	Musical Instruments	Dizi	Dizi	probably Chinese									late 18th–early 19th century	1790	1805	Jade	21 7/16 × 3/4 × 3/4 in. (54.5 × 1.9 × 1.9 cm)	Gift of Rolf Jacoby, 1965					China or Korea		Aerophone, Blow Hole, side, blown flute (transverse)		http://www.metmuseum.org/art/collection/search/503050	Metropolitan Museum of Art, New York, NY
68.62.2	False	Musical Instruments	Sho	Sho	Japanese									19th century	1801	1900	Bamboo, wood, metal	L. longest pipe 45.4 cm (17-7/8 in.); L. shortest pipe 18.1 cm (7-1/8 in.)	Rogers Fund, 1968					Japan		Aerophone, Free Reed, mouth organ		http://www.metmuseum.org/art/collection/search/503052	Metropolitan Museum of Art, New York, NY
1975.59	False	Musical Instruments	Kora	Kora	Mandinka people, Senegambia	Maker		Mamadou Koyate (bridge by Djimo Koyate)		Koyate Mamadou				ca. 1960	1955	1965	Gourd, goat skin, antelope-hide, ebony, metal, wood	"Height: 45 9/16 in. (115.8 cm)
Width: 20 11/16 in. (52.5 cm)
Diameter: 10 7/8 in. (27.6 cm)"	Rogers Fund, 1975					Senegal		Chordophone, Harp		http://www.metmuseum.org/art/collection/search/503060	Metropolitan Museum of Art, New York, NY
1984.225	True	Musical Instruments	Guitar	Guitar	Italian	Maker	Attributed to	Giacomo (Jacob) Ertel		Ertel, Giacomo (Jacob)	German	1646	1711	late 17th century	1667	1700	Spruce, ebony, fruitwood, bone, ivory, mother-of-pearl, parchment	"Height: 35 11/16 in. (90.7 cm)
Width (at greatest point): 9 1/2 in. (24.1 cm)
Depth (rib height at bottom): 3 11/16 in. (9.4 cm)"	Purchase, Rogers Fund, Mrs. Peter Nicholas, University of Chicago Club of New York, Mrs. Henry J. Heinz II and Lowell S. Smith and Sally Sanford Gifts, The Crosby Brown Collection of Musical Instruments, by exchange, and funds from various donors, 1984		Rome			Italy		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503155	Metropolitan Museum of Art, New York, NY
1977.454.17	False	Musical Instruments	Drum	Drum	Akan Ashanti people									early 20th century	1900	1925	Wood, polychrome, skin, trade beads, plastic	"Height: 20 7/8 in. (53 cm)
Width: 21 5/8 in. (55 cm)
Depth: 13 3/4 in. (35 cm)"	Gift of Raymond E. Britt Sr., 1977					Ghana		Membranophone, single, headed / kettle drum		http://www.metmuseum.org/art/collection/search/503160	Metropolitan Museum of Art, New York, NY
1982.32	False	Musical Instruments	Dadabuan	Dadabuan	Philippine (Mindanao)									19th century	1801	1900	Wood, mother-of-pearl, skin	"Height: 32 3/8 in. (82.2 cm)
Diameter (Maximum): 24 7/16 in. (62 cm)
Diameter (Drum head): 21 3/4 in. (55.3 cm)"	Rogers Fund, 1982		Mindanao			Philippines		Membranophone, single, headed / goblet drum		http://www.metmuseum.org/art/collection/search/503200	Metropolitan Museum of Art, New York, NY
1982.143.2	False	Musical Instruments	Sarangi	Sarangi	Indian									ca. 1900	1890	1910	Wood, ivory, parchment, metal	"Height: 29 7/16 in. (74.7 cm)
Width: 9 1/2 in. (24.2 cm)
Depth: 6 7/8 in. (17.5 cm)"	Gift of Mrs. Harold H. Krechmer, in memory of her husband, Harold H. Krechmer, 1982					India		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/503204	Metropolitan Museum of Art, New York, NY
1982.171.1	False	Musical Instruments	Chongak Kayagum	Chongak Kayagum	Korean	Maker		Kim Kwang Ju		Kim, Kwang Ju				ca. 1980	1975	1985	Wood, silk, cotton	L. 165 cm (64-15/16 in.); W. 37 cm (14-9/16 in.); Diam. 9.2 cm (3-5/8 in.)	Gift of Korean Cultural Service, 1982					Korea		Chordophone, Zither, plucked, long zither		http://www.metmuseum.org/art/collection/search/503206	Metropolitan Museum of Art, New York, NY
1982.324	True	Musical Instruments	Viola da Gamba	Viola da Gamba	British	Maker	labeled	Richard Meares		Meares, Richard	English	1647	1725	ca. 1680	1660	1700	Spruce, ebony, maple	"Height: 46 1/16 in. (117 cm)
Width (At lower bout): 14 3/4 in. (37.4 cm)
Depth (At bottom block): 5 in. (12.7 cm)"	Purchase, Louis V. Bell Fund, Mrs. Vincent Astor Gift, and funds from various donors, 1982		London	England		United Kingdom		Chordophone, Lute, bowed, fretted		http://www.metmuseum.org/art/collection/search/503219	Metropolitan Museum of Art, New York, NY
1986.239	True	Musical Instruments	Clavichord	Clavichord	German	Maker	Attributed to	Christian Kintzing		Kintzing Christian	German	1707	1804	1763	1763	1763	Wood, ebony, bone, walnut, paint, metal	"Height (of case, without lid): 4 in. (10.1 cm)
Width: 54 7/16 in. (138.2 cm)
Depth (perpendicular to keyboard): 18 1/4 in. (46.3 cm)"	Purchase, The Crosby Brown Collection of Musical Instruments, by exchange; Rogers Fund; The Barrington Foundation Inc. Gift; Gifts of Risa and David Bernstein, Carroll C., Beverly and Garry S. Bratman, Miss Alice Getty, and Erica D. White, by exchange; and funds from various donors, by exchange, 1986		Neuwied			Germany		Chordophone, Zither, struck, clavichord		http://www.metmuseum.org/art/collection/search/503271	Metropolitan Museum of Art, New York, NY
1986.353.1	False	Musical Instruments	Guitar	Guitar	German	Maker		Hermann Hauser		Hauser, Hermann	German	1882	1952	1937	1937	1937	Spruce, rosewood, mahogany, bone or ivory, ebony	"Height (At tail): 3 7/8 in. (9.8 cm)
Width (Total): 38 7/16 in. (97.7 cm)
Depth (Lower bouts): 14 9/16 in. (37 cm)"	Gift of Emilita Segovia, Marquessa of Salobreña, 1986		Munich			Germany		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503282	Metropolitan Museum of Art, New York, NY
1986.353.2	True	Musical Instruments	Guitar	Guitar	Spanish	Maker	Workshop of	Manuel Ramírez		Ramírez, Manuel	Spanish	1864	1916	1912	1901	1925	Spruce, rosewood, cedar, ebony, ivory or bone	"Height (Total): 38 in. (96.5 cm)
Width (At lower bouts): 10 9/16 in. (26.9 cm)"	Gift of Emilita Segovia, Marquessa of Salobreña, 1986		Madrid			Spain		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503283	Metropolitan Museum of Art, New York, NY
1986.470.3	False	Musical Instruments	Koto	Koto	Japanese									20th century	1900	1999	Various woods, ivory, metal, nylon, tortoiseshell, abalone, lacquerwork	L. 187.9 cm (74 in.);  W. 27.9 cm (11 in.);  Diam. 17.8 cm (7 in..)	Gift of the Todes Family, 1986					Japan		Chordophone, Zither, plucked, long zither		http://www.metmuseum.org/art/collection/search/503340	Metropolitan Museum of Art, New York, NY
1988.349	True	Musical Instruments	Dung-Chen	Dung-Chen	Chinese									1368–1644	1368	1644	Brass, copper, cloisonné	"Height: 74 in. (188 cm)
Diameter (Of bell): 12 1/16 in. (30.6 cm)"	Purchase, Gift of Mr. and Mrs. Robert P. Freedman, by exchange, 1988					China		Aerophone, Lip Vibrated, trumpet / trombone		http://www.metmuseum.org/art/collection/search/503348	Metropolitan Museum of Art, New York, NY
1990.103	True	Musical Instruments	Guitar	Guitar	Italian	Maker	Attributed to	Matteo Sellas		Sellas, Matteo	German (active Italy)	1599	1654	ca. 1630–50	1620	1660	Spruce, bone, parchment, snakewood, ivory	"Height: 37 5/8 in. (95.6 cm)
Width: 10 9/16 in. (26.9 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1990		Venice			Italy		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503385	Metropolitan Museum of Art, New York, NY
1990.223	True	Musical Instruments	Bass Viola da Gamba	Bass Viola da Gamba	British	Maker	Attributed to	Barak Norman		Norman Barak	British	1651	1724	1692	1692	1692	Wood	"Height: 25 1/16 in. (63.7 cm)
Width: 13 11/16 in. (34.8 cm)
Depth: 4 11/16 in. (11.9 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1990		London	England		United Kingdom		Chordophone, Lute, bowed, fretted		http://www.metmuseum.org/art/collection/search/503396	Metropolitan Museum of Art, New York, NY
1992.279	True	Musical Instruments	Guitar	Guitar	Spanish	Maker	Attributed to	Joseph de Frías		de Frías, Joseph	Spanish			ca. 1780	1760	1800	Spruce, rosewood, cedar, ebony, mother-of-pearl	"Height: 37 5/16 in. (94.7 cm)
Width (of lower bouts): 11 in. (27.9 cm)
Depth (at tail): 4 3/4 in. (12.1 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1992		Seville			Spain		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503440	Metropolitan Museum of Art, New York, NY
1992.326	False	Musical Instruments	Bondjo	Bondjo	Ekonda people (Konda)									ca. 1915	1905	1925	Ivory, wood, polychrome	"Height: 54 15/16 in. (139.5 cm)
Diameter (At widest point): 8 3/16 in. (20.8 cm)"	Purchase, Rogers Fund, Roger L. Stevens Family Fund Gift, Gifts of Herbert J. Harris, and Brian and Ann Todes, by exchange, Kay T. Krechmer Bequest, in memory of her husband, Harold H. Krechmer, and funds from various donors, 1992					Democratic Republic of the Congo		Aerophone, Lip Vibrated, trumpet / trombone		http://www.metmuseum.org/art/collection/search/503442	Metropolitan Museum of Art, New York, NY
1992.333	True	Musical Instruments	Violin	Violin	German	Maker		Joachim Tielke		Tielke Joachim	German	1641	1719	ca. 1685	1665	1705	Spruce, maple	"Height (Of body): 14 in. (35.6 cm)
Width (Lower bout): 7 15/16 in. (20.2 cm)
Depth (Rib height): 1 1/4 in. (3.2 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1992		Hamburg			Germany		Chordophone, Bowed		http://www.metmuseum.org/art/collection/search/503443	Metropolitan Museum of Art, New York, NY
1996.13.1	True	Musical Instruments	Pair of Transverse Flutes	Pair of Transverse Flutes	German	Maker		Johann Wilhelm Oberlender (the Elder)		Oberlender, Johann Wilhelm		1681	1763	mid-18th century	1833	1867	Ivory, silver, wood	Total Height (with longest corps de rechange): 24 1/2 in. (62.2 cm)	Purchase, Clara Mertens Bequest, in memory of André Mertens, and The Vincent Astor Foundation Gift, 1996		Nürnberg			Germany		Aerophone, Blow Hole, side, blown flute (transverse)		http://www.metmuseum.org/art/collection/search/503467	Metropolitan Museum of Art, New York, NY
1998.7	True	Musical Instruments	Accordion	Accordion	French	Maker		Alexandre Pere & Fils		Pere Alexandre & Fils				1850–55	1840	1860	Wood, metal, mastic, brass, tortoiseshell, gilt brass, mother-of-pearl, silver foil	Closed: 15 3/16 × 5 5/16 × 6 7/8 in. (38.5 × 13.5 × 17.5 cm)	Funds from various donors, 1998		Paris			France		Aerophone, Free Reed, concertina / accordion		http://www.metmuseum.org/art/collection/search/503502	Metropolitan Museum of Art, New York, NY
1998.72	True	Musical Instruments	Kamānche	Kamānche	Iranian (Persian)									ca. 1880	1870	1890	Wood, metal, bone, gut	"Height: 40 1/2 in. (102.9 cm)
Width: 6 in. (15.3 cm)
Diameter: 5 1/2 in. (14 cm)"	Purchase, Mr. and Mrs. Thatcher M. Brown III Gift, 1998		Tehran			Iran (Persia)		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/503503	Metropolitan Museum of Art, New York, NY
1998.121	True	Musical Instruments	Lyre Guitar	Lyre Guitar	French	Maker	Possibly	Joseph Pons	(probably a son of César Pons)	Pons, Joseph		1776	1876	ca. 1805	1795	1815	Mahogany, spruce, ebony, brass, nickel-silver, gilding	"Height: 34 1/4 in. (87 cm)
Width: 14 3/8 in. (36.5 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1998		Paris			France		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503505	Metropolitan Museum of Art, New York, NY
1999.26	True	Musical Instruments	Violin	"ex ""Kurtz"" Violin"	Italian (Cremona)	Maker		Andrea Amati		Amati Andrea	Italian	1505	1578	ca. 1560	1558	1565	Spruce, maple, ebony, paint, gilding	"Height: 22 5/8 in. (57.4 cm)
Width: 7 15/16 in. (20.2 cm)"	Purchase, Robert Alonzo Lehman Bequest, 1999		Cremona		|	Italy		Chordophone, Lute, plucked		http://www.metmuseum.org/art/collection/search/503517	Metropolitan Museum of Art, New York, NY
1999.74	False	Musical Instruments	Side-blown Trumpet	Sideblown Trumpet	Mangbetu									19th century	1801	1900	Ivory	"Height: 50 in. (127 cm)
Diameter (at widest point): 4 3/4 x 4 in. (12.1 cm)"	Purchase, Bequest of Olive Huber, by exchange, and Brian and Anne Marie Todes Gift, 1999					Democratic Republic of the Congo		Aerophone, Lip Vibrated, trumpet / trombone		http://www.metmuseum.org/art/collection/search/503519	Metropolitan Museum of Art, New York, NY
1999.93	True	Musical Instruments	Qin	Qin	Chinese	Maker		Prince Lu		Prince Lu	Chinese	1628	1644	1634	1634	1634	Wood (wutong and zi), silk, jade, lacquer, mother-of-pearl	"Height: 7 3/16 in. (18.2 cm)
Width: 47 11/16 in. (121.2 cm)
Depth: 2 1/2 in. (6.4 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, Seymour Fund, The Boston Foundation Gift, Gift of Elizabeth M. Riley, by exchange, and funds from various donors, 1999		Hangchow			China		Chordophone, Zither, plucked, long zither		http://www.metmuseum.org/art/collection/search/503523	Metropolitan Museum of Art, New York, NY
1999.307 a,b	True	Musical Instruments	Bassoon	Bassoon	French	Maker		Dominique Antony Porthaux		Porthaux, Dominique Antony		1751	1839-02-03	1790–1800	1790	1800	Maple, brass	L. 51 in. (129.4 cm)	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1999		Paris			France		Aerophone, Reed Vibrated, double reed		http://www.metmuseum.org/art/collection/search/503528	Metropolitan Museum of Art, New York, NY
1999.399	False	Musical Instruments	Sitar	Sitar	Indian	Maker		Murari Adhikari		Adhikari, Murari	Indian	1934	2006	1997	1997	1997	Teak, ebony, metal, bone, various materials	49 × 13 1/2 × 12 3/16 in. (124.5 × 34.3 × 31 cm)	Gift of Steven Landsberg, 1999		Calcutta			India		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503529	Metropolitan Museum of Art, New York, NY
2002.323 a-f	True	Musical Instruments	Musical Clock with Spinet and Organ	Musical Clock with Spinet and Organ	German	Maker|Maker		Veit Langenbucher|Samuel Bidermann		Langenbucher Veit|Bidermann, Samuel	German|German	1587      |1540	1631      |1622	ca. 1625	1620	1631	Ebony, gliding, brass, silver gilt, gilt brass, iron, various wood and metals, wire, parchment and leather	"Height: 30 3/4 in. (78.1 cm)
Width: 19 11/16 in. (50 cm)
Depth: 12 5/8 in. (32 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 2002		Augsburg			Germany		Chordophone		http://www.metmuseum.org/art/collection/search/503530	Metropolitan Museum of Art, New York, NY
2002.190a–n	True	Musical Instruments	Cornet à Pistons in B-flat	Cornet à Pistons in B-flat	French	Maker		Courtois frères		Courtois frères				1833	1833	1833	Brass, touch pieces of ivory	H. 28.5 cm x Bell Diam. 11.8 cm (11 1/4 x 4 5/8 in.)	Purchase, Amati Gifts, 2002		Paris			France		Aerophone, Lip Vibrated, horn		http://www.metmuseum.org/art/collection/search/503546	Metropolitan Museum of Art, New York, NY
2003.63a–d	True	Musical Instruments	Musette de Cour	Musette de Cour	French	Maker		Unknown	, France	Unknown				ca. 1700	1700	1700	Leather, ivory, silk, wood, silver, iron	Width (Across bag): 11 1/2 in. (29.2 cm)	Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003					France		Aerophone, Reed Vibrated, bagpipe		http://www.metmuseum.org/art/collection/search/503578	Metropolitan Museum of Art, New York, NY
1988.87	True	Musical Instruments	Archlute	Archlute	Italian	Maker		David Tecchler		Tecchler David	Austrian, active Italy	1666	1747	ca. 1725	1725	1725	Spruce, ebony, ivory, tortoiseshell, mother-of-pearl	Height: 70 3/4 in. (179.7 cm)	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1988		Rome			Italy		Chordophone, Lute, plucked		http://www.metmuseum.org/art/collection/search/503613	Metropolitan Museum of Art, New York, NY
2003.150a–g	True	Musical Instruments	Bassoon	Bassoon	Italian	Maker		Giosue Esposito		Esposito Giosue	Naples	1866	1899	1881	1881	1881	Maple, nickel-silver	Overall height: 51 3/4 in. (131.5 cm); External dimensions of box: 10.8 x 21.2 x 55.5 cm (4-1/4 x 8-3/8 x 21-7/8 in.)	Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003		Naples			Italy		Aerophone, Reed Vibrated, double reed		http://www.metmuseum.org/art/collection/search/503615	Metropolitan Museum of Art, New York, NY
45.41	True	Musical Instruments	Harpsichord	Harpsichord	Italian									late 17th century	1750	1800	Wood, paint, various materials	"Height: 9 3/4 in. (24.8 cm)
Width (With moldings): 91 in. (231.2 cm)
Depth (With moldings): 32 1/16 in. (81.5 cm)"	Gift of Susan Dwight Bliss, 1945					Italy		Chordophone, Zither, plucked, harpsichord, Paintings		http://www.metmuseum.org/art/collection/search/503625	Metropolitan Museum of Art, New York, NY
50.145.74	True	Musical Instruments	Pipa	Pipa	Chinese									late 16th–early 17th century	1590	1640	Wood, ivory, bone, silk	"L. 37 × W. 9 15/16 × D. 1 1/8 in. (94 × 25.3 × 2.9 cm)
see measurements drawing"	Bequest of Mary Stillman Harkness, 1950					China		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503651	Metropolitan Museum of Art, New York, NY
53.223	True	Musical Instruments	Clarinet in B-flat	Clarinet in B-flat	Belgian	Maker		Charles Joseph Sax		Sax, Charles Joseph	Belgian	1790-02-01	1865-04-26	1830	1800	1850	Ivory, brass, gold-plated silver	Height: 26 3/4 in. (68 cm)	Funds from various donors, 1953		Brussels			Belgium		Aerophone, Reed Vibrated, single reed cylindrical		http://www.metmuseum.org/art/collection/search/503669	Metropolitan Museum of Art, New York, NY
1982.59.1–.105	True	Musical Instruments	Pipe Organ	Pipe Organ	American	Maker		Thomas Appleton		Appleton, Thomas	American	1785-12-26	1872-07-11	1830	1830	1830	Mahogany veneer, rosewood veneer, pine, gilt, ivory, ebony, maple, walnut, chestnut	Height: 16 ft. 1 in. (490.2 cm)	Purchase, Margaret M. Hess Gift, in memory of her father, John D. McCarty, 1982		Boston	Massachusetts		United States		Aerophone, Organ		http://www.metmuseum.org/art/collection/search/503670	Metropolitan Museum of Art, New York, NY
1986.12	False	Musical Instruments	Śankh	Śankh	Indian									19th century	1800	1899	Shell (Turbinella pyrum), brass, wax	"Height: 8 7/8 in. (22.5 cm)
Width: 16 3/4 in. (42.5 cm)"	Purchase, The Barrington Foundation Inc. Gift, 1986			Kerala State		India		Aerophone, Lip Vibrated, trumpet / trombone		http://www.metmuseum.org/art/collection/search/503672	Metropolitan Museum of Art, New York, NY
53.56.11	True	Musical Instruments	Oboe in C	Oboe in C	Dutch	Maker		Hendrik Richters		Richters, Hendrik	Dutch	1683	1727-10-20	before 1727	1727	1727	Ebony, ivory, silver	"Height: 22 1/2 in. (57.2 cm)
Diameter (Of bell): 2 3/8 in. (6 cm)"	Gift of The University Museum, University of Pennsylvania, 1953		Amsterdam			Netherlands		Aerophone, Reed Vibrated, double reed		http://www.metmuseum.org/art/collection/search/503673	Metropolitan Museum of Art, New York, NY
1972.111.1a-c	True	Musical Instruments	Mandolin	Mandolin	American	Maker		Angelo Mannello		Mannello Angelo	American, born Italy	1858	1922	ca. 1900	1890	1910	Spruce, tortoiseshell, ivory, nickel-silver, metal,	"Height: 24 9/16 in. (62.4 cm)
Width: 7 13/16 in. (19.8 cm)
Depth: 5 3/8 in. (13.6 cm)"	Gift of the family of Angelo Mannello, 1972		New York	New York		United States		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503675	Metropolitan Museum of Art, New York, NY
1984.34	True	Musical Instruments	Grand Piano	Grand Piano	Austrian	Maker		Ferdinand Hofmann		Hofmann Ferdinand	Austrian	1756	1829	ca. 1790	1775	1800	Cherry wood, brass, enamel, ebony, bone	"Width: 37 1/2 in. (95.3 cm)
Depth: 82 7/8 in. (210.5 cm)"	Gift of Geraldine C. Herzfeld, in memory of her husband, Monroe Eliot Hemmerdinger, 1984		Vienna			Austria		Chordophone, Zither, struck, piano		http://www.metmuseum.org/art/collection/search/503677	Metropolitan Museum of Art, New York, NY
6.1312	True	Musical Instruments	Square Piano	Square Piano	American	Maker|Maker		Robert Nunns|John Clark		Nunns Robert|Clark John	British	1791      |1833	1869      |1858	1853	1853	1853	Rosewood, mother-of-pearl, tortoiseshell, abalone, felt, metal, paint, gilding	"Height: 37 3/4 in. (95.9 cm)
Width: 87 15/16 in. (223.3 cm)
Depth: 46 7/16 in. (118 cm)"	Gift of George Lowther, 1906		New York	New York		United States		Chordophone, Zither, struck, piano		http://www.metmuseum.org/art/collection/search/503678	Metropolitan Museum of Art, New York, NY
09.163.6	False	Musical Instruments	Nyonganyonga	Nyonganyonga	Barwe People?									ca. 1900	1895	1905	Wood, shell, metal, beads	"Height: 9 3/16 in. (23.4 cm)
Width: 6 5/8 in. (16.9 cm)"	The Crosby Brown Collection of Musical Instruments, 1889			Zambesi province		Mozambique		Idiophone, Plucked / Depressed		http://www.metmuseum.org/art/collection/search/503679	Metropolitan Museum of Art, New York, NY
14.25.1623	True	Musical Instruments	Jagdhorn in G	Jagdhorn in G	German	Maker		Jacob Schmidt		Schmidt, Jacob		1642-11-09	1720-03-26	ca. 1710–20	1660	1720	Brass	"Height (perpendicular to bell): 18 7/8 in. (47.9 cm)
Diameter (of bell): 9 1/8 in. (23.1 cm)"	Gift of William H. Riggs, 1913		Nürnberg			Germany		Aerophone, Lip Vibrated, horn		http://www.metmuseum.org/art/collection/search/503703	Metropolitan Museum of Art, New York, NY
14.25.1618	True	Musical Instruments	Side Drum	Side Drum	German									1694–1733	1694	1733	Copper alloy, wood, various materials	"Height: 23 3/4 in. (60.4 cm)
Depth: 20 7/8 in. (53.1 cm)"	Gift of William H. Riggs, 1913		Dresden			Germany		Membranophone, double, headed / cylindrical drum		http://www.metmuseum.org/art/collection/search/503818	Metropolitan Museum of Art, New York, NY
1989.147	True	Musical Instruments	Guitar	Guitar	French	Maker	attributed to	Jean-Baptiste Voboam		Voboam Jean-Baptiste				1697	1697	1697	Spruce, tortoiseshell, mother-of-pearl, ivory, ebony	"Height: 38 1/8 in. (96.9 cm)
Width: 9 13/16 in. (25 cm)"	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1989					France		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503930	Metropolitan Museum of Art, New York, NY
69.29	True	Musical Instruments	Guitar	Guitar	Italian									ca. 1800	1780	1820	Spruce, ebony, ivory, tortoiseshell, mother-of-pearl, brass	"Height: 36 in. (91.4 cm)
Width: 10 5/8 in. (27 cm)
Depth: 3 7/8 in. (9.8 cm)"	Rogers Fund, 1969		probably Naples			Italy		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503932	Metropolitan Museum of Art, New York, NY
1979.380a, b	True	Musical Instruments	Guitar	Guitar	American	Maker		Christian Frederick Martin		Martin Christian Frederick		1796	1796	ca. 1838	1831	1841	Wood, maple, spruce, abalone, ebony, metal, brass, ivory	"Height: 36 13/16 in. (93.5 cm)
Width: 11 11/16 in. (29.7 cm)
Depth: 3 1/4 in. (8.3 cm)"	Rogers Fund, 1979		New York	New York		United States		Chordophone, Lute, plucked, fretted		http://www.metmuseum.org/art/collection/search/503933	Metropolitan Museum of Art, New York, NY
89.4.2604	False	Musical Instruments	Eroro	Eroro	Benin									19th century	1800	1899	Brass	"Height: 7 in. (17.8 cm)
Width (Of base): 4 1/16 in. (10.3 cm)"	The Crosby Brown Collection of Musical Instruments, 1889					Nigeria		Idiophone, Struck, bell		http://www.metmuseum.org/art/collection/search/503936	Metropolitan Museum of Art, New York, NY
1989.55	True	Musical Instruments	Sgra-Snyan	Sgra-Snyan	Tibetan									14th–16th century	1300	1599	Carved wood, skin, gesso, gilding	Height: 42 15/16 in. (109 cm)	Purchase, Clara Mertens Bequest, in memory of André Mertens, 1989					Tibet		Chordophone, Lute, plucked, unfretted		http://www.metmuseum.org/art/collection/search/503939	Metropolitan Museum of Art, New York, NY
