accession_number,public_domain,department,object_name,title,Artist Role,Artist Prefix,Artist Display Name,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,object_begin_date,object_end_date,acquisition_type,acquisition_date,city,country,region,classification,rights,web_link,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.403.10,FALSE,Modern and Contemporary Art,Painting,Ariadne,Artist,,Georges Braque,,"Braque, Georges",French,1882,1963,1913,1913,1913,Bequest of Florene M. Schoenborn,1995,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/486740,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.403.7ab,FALSE,Modern and Contemporary Art,Sculpture,Bird in Space,Artist,,Amedeo Modigliani,,"Modigliani, Amedeo",Italian,1884,1920,1923,1923,1923,Bequest of Florene M. Schoenborn,1995,,,,Sculpture,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/486757,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.403.8,FALSE,Modern and Contemporary Art,Painting,Dutch Interior (III),Manufacturer|Designer,,Memphis Milano|Ettore Sottsass,,"MEMPHIS MILANO|Sottsass, Ettore","Italian|Italian, born Austria",1917,2007,1928,1928,1928,Bequest of Florene M. Schoenborn,1995,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/486758,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.149.12,FALSE,Modern and Contemporary Art,Painting,Candlestick and Playing Cards on a Table,Artist,,Anselm Kiefer,,"Kiefer, Anselm",German,1945,2045,spring 1910,1910,1910,The Mr. and Mrs. Klaus G. Perls Collection,1997,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/486839,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.149.9,TRUE,Modern and Contemporary Art,Painting,Reclining Nude,Artist,,Jasper Johns,,"Johns, Jasper",American ,1930,2030,1917,1917,1917,The Mr. and Mrs. Klaus G. Perls Collection,1997,,,,Paintings,,http://www.metmuseum.org/art/collection/search/486847,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.460.1a–d,FALSE,Modern and Contemporary Art,Room divider,"""Carlton"" Room Divider",Designer,,Émile-Jacques Ruhlmann,,"Ruhlmann, Émile-Jacques",French,1879,1933,1981,1981,1981,John C. Waddell Collection Gift of John C. Waddell,1997,,,,Furniture,,http://www.metmuseum.org/art/collection/search/486989,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.4ab,FALSE,Modern and Contemporary Art,Painting,Bohemia Lies by the Sea,Artist,,Edward Hopper,,"Hopper, Edward",American,1882,1967,1996,1996,1996,Purchase Lila Acheson Wallace Gift and Joseph H. Hazen Foundation Purchase Fund,1997,,,,Paintings,© Anselm Kiefer,http://www.metmuseum.org/art/collection/search/486996,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.329,FALSE,Modern and Contemporary Art,Painting,White Flag,Artist,,John Steuart Curry,,"Curry, John Steuart",American,1897,1946,1955,1955,1955,Purchase Lila Acheson Wallace Reba and Dave Williams Stephen and Nan Swid Roy R. and Marie S. Neuberger Foundation Inc. Louis and Bessie Adler Foundation Inc. Paula Cussi Maria-Gaetana Matisse The Barnett Newman Foundation Jane and Robert Carroll Eliot and Wilson Nolen Mr. and Mrs. Derald H. Ruttenberg Ruth and Seymour Klein Foundation Inc. Andrew N. Schiff The Cowles Charitable Trust The Merrill G. and Emita E. Hastings Foundation John J. Roche Molly and Walter Bareiss Linda and Morton Janklow Aaron I. Fleischman and Linford L. Lougheed Gifts and gifts from friends of the Museum; Kathryn E. Hurd Denise and Andrew Saul George A. Hearn Arthur Hoppock Hearn Joseph H. Hazen Foundation Purchase and Cynthia Hazen Polsky and Leon B. Polsky Funds; Mayer Fund; Florene M. Schoenborn Bequest; Gifts of Professor and Mrs. Zevi Scharfstein and Himan Brown and other gifts bequests and funds from various donors by exchange,1998,,,,Paintings,Art ©Jasper Johns/Licensed by VAGA New York NY,http://www.metmuseum.org/art/collection/search/487065,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.231.1,FALSE,Modern and Contemporary Art,Cabinet,"""État"" Cabinet",Artist,,Peter Blume,,"Blume, Peter","American, born Russia",1906,1992,Designed 1922; manufactured 1925–26,1922,1922,Purchase Edward C. Moore Jr. Gift,1925,,,,Furniture,,http://www.metmuseum.org/art/collection/search/487424,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.62,FALSE,Modern and Contemporary Art,Painting,Tables for Ladies,Artist,,Jacob Lawrence,,"Lawrence, Jacob",American,1917,2000,1930,1930,1930,George A. Hearn Fund,1931,,,,Paintings,,http://www.metmuseum.org/art/collection/search/487695,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.154,TRUE,Modern and Contemporary Art,Painting,Wisconsin Landscape,Artist,,Thomas Hart Benton,,"Benton, Thomas Hart",American,1889,1975,1938–39,1938,1939,George A. Hearn Fund,1942,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488030,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.155,FALSE,Modern and Contemporary Art,Painting,South of Scranton,Artist,,Pablo Picasso,,"Picasso, Pablo",Spanish,1881,1973,1931,1931,1931,George A. Hearn Fund,1942,,,,Paintings,© Estate of Peter Blume/Licensed by VAGA New York NY,http://www.metmuseum.org/art/collection/search/488031,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.167,FALSE,Modern and Contemporary Art,Drawing,Pool Parlor,Artist,,Charles Demuth,,"Demuth, Charles",American,1883,1935,1942,1942,1942,Arthur Hoppock Hearn Fund,1942,,,,Drawings,© 2015 The Jacob and Gwendolyn Lawrence Foundation Seattle / Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/488043,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.159.1,FALSE,Modern and Contemporary Art,Painting,July Hay,Artist,,Vasily Kandinsky,,"Kandinsky, Vasily","French, born Russia",1866,1944,1943,1943,1943,George A. Hearn Fund,1943,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488089,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.106,FALSE,Modern and Contemporary Art,Painting,Gertrude Stein,Artist,,John Marin,,"Marin, John",American,1870,1953,1905–6,1905,1906,Bequest of Gertrude Stein,1946,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS) New York""",http://www.metmuseum.org/art/collection/search/488221,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.59.1,TRUE,Modern and Contemporary Art,Painting,I Saw the Figure 5 in Gold,Artist,,Marsden Hartley,,"Hartley, Marsden",American,1877,1943,1928,1928,1928,Alfred Stieglitz Collection,1949,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488315,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.70.1,TRUE,Modern and Contemporary Art,Painting,Improvisation 27 (Garden of Love II),Designer|Designer,,Séraphin Soudbinine|Jean Dunand,,"Soudbinine, Séraphin|Dunand, Jean","French|French, born Switzerland",1870      |1877      ,1944      |1942      ,1912,1912,1912,Alfred Stieglitz Collection,1949,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488319,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.70.105,FALSE,Modern and Contemporary Art,Drawing,Brooklyn Bridge,Artist,,Grant Wood,,"Wood, Grant",American,1892,1942,ca. 1912,1912,1912,Alfred Stieglitz Collection,1949,,,,Drawings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/488326,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.70.42,TRUE,Modern and Contemporary Art,Painting,Portrait of a German Officer,Artist,,Georgia O'Keeffe,,"O'Keeffe, Georgia",American,1887,1986,1914,1914,1914,Alfred Stieglitz Collection,1949,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488486,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.102.4,TRUE,Modern and Contemporary Art,Screen,"""Fortissimo""",Artist,,Isamu Noguchi,,"Noguchi, Isamu",American,1904,1988,1925–26,1925,1926,Gift of Mrs. Solomon R. Guggenheim,1950,,,,Furniture,,http://www.metmuseum.org/art/collection/search/488570,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.117,FALSE,Modern and Contemporary Art,Painting,The Midnight Ride of Paul Revere,Artist,,Stuart Davis,,"Davis, Stuart",American,1892,1964,1931,1931,1931,Arthur Hoppock Hearn Fund,1950,,,,Paintings,© Estate of Grant Wood/Licensed VAGA New York NY,http://www.metmuseum.org/art/collection/search/488577,"Metropolitan Museum of Art New York NY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.203,FALSE,Modern and Contemporary Art,Painting,Cow's Skull: Red White and Blue,Artist,,Arshile Gorky,,"Gorky, Arshile","American, born Armenia",1904,1948,1931,1931,1931,Alfred Stieglitz Collection,1952,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488694,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.87a-i,FALSE,Modern and Contemporary Art,Sculpture,Kouros,Artist,,Jackson Pollock,,"Pollock, Jackson",American,1912,1956,1945,1945,1945,Fletcher Fund,1953,,,,Sculpture,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/488755,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.9,FALSE,Modern and Contemporary Art,Painting,Semé,Artist,,Pablo Picasso,,"Picasso, Pablo",Spanish,1881,1973,1953,1953,1953,George A. Hearn Fund,1953,,,,Paintings,© Estate of Stuart Davis/Licensed by VAGA New York NY,http://www.metmuseum.org/art/collection/search/488756,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.205.1,FALSE,Modern and Contemporary Art,Painting,Water of the Flowery Mill,Artist,,Edward Hopper,,"Hopper, Edward",American,1882,1967,1944,1944,1944,George A. Hearn Fund,1956,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/488915,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.92,FALSE,Modern and Contemporary Art,Painting,Autumn Rhythm (Number 30),Artist,,Ellsworth Kelly,,"Kelly, Ellsworth",American ,1923,2015,1950,1950,1950,George A. Hearn Fund,1957,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/488978,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.87,FALSE,Modern and Contemporary Art,Painting,Seated Harlequin,Artist,,Robert Motherwell,,"Motherwell, Robert",American,1915,1991,1901,1901,1901,Purchase Mr. and Mrs. John L. Loeb Gift,1960,,,,Paintings,© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489124,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.95,FALSE,Modern and Contemporary Art,Painting,The Lighthouse at Two Lights,Artist,,George Bellows,,"Bellows, George",American ,1882,1925,1929,1929,1929,Hugo Kastor Fund,1962,,,,Paintings,,http://www.metmuseum.org/art/collection/search/489258,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.73,FALSE,Modern and Contemporary Art,Painting,Blue Green Red,Artist,,Max Beckmann,,"Beckmann, Max",German,1884,1950,1963,1963,1963,Arthur Hoppock Hearn Fund,1963,,,,Paintings,© Ellsworth Kelly,http://www.metmuseum.org/art/collection/search/489307,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.247,FALSE,Modern and Contemporary Art,Painting,Elegy to the Spanish Republic No. 70,Artist,,Morris Louis,,"Louis, Morris",American,1912,1962,1961,1961,1961,Anonymous Gift,1965,,,,Paintings,Art © Dedalus Foundation /Licensed by VAGA New York NY,http://www.metmuseum.org/art/collection/search/489403,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.187.121,TRUE,Modern and Contemporary Art,Painting,Tennis at Newport,Artist,,Pierre Bonnard,,"Bonnard, Pierre",French,1867,1947,1919,1919,1919,Bequest of Miss Adelaide Milton de Groot (1876-1967),1967,,,,Paintings,,http://www.metmuseum.org/art/collection/search/489559,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.187.53a-c,FALSE,Modern and Contemporary Art,Painting,The Beginning,Artist,,John Graham,,"Graham, John",American,1881,1961,1946–49,1946,1949,Bequest of Miss Adelaide Milton de Groot (1876-1967),1967,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489625,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.232,FALSE,Modern and Contemporary Art,Painting,Alpha-Pi,Artist,,Jean Dubuffet,,"Dubuffet, Jean",French,1901,1985,1960,1960,1960,Arthur Hoppock Hearn Fund,1967,,,,Paintings,© 1960 Morris Louis,http://www.metmuseum.org/art/collection/search/489653,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.1,FALSE,Modern and Contemporary Art,Painting,The Terrace at Vernonnet,Artist,,Giorgio de Chirico,,"Chirico, Giorgio de","Italian, born Greece",1888,1978,1939,1939,1939,Gift of Florence J. Gould,1968,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489687,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.185,FALSE,Modern and Contemporary Art,Painting,Celia,Artist,,Alberto Giacometti,,"Giacometti, Alberto",Swiss,1901,1966,ca. 1944,1944,1944,Hugo Kastor Fund,1968,,,,Paintings,,http://www.metmuseum.org/art/collection/search/489701,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.363.20,FALSE,Modern and Contemporary Art,Painting,Jean Paulhan,Artist,,Henri Matisse,,"Matisse, Henri",French,1869,1954,1946,1946,1946,Jacques and Natasha Gelman Collection,1998,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489963,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.363.15,FALSE,Modern and Contemporary Art,Painting,The Jewish Angel,Artist,,Joan Miró,,"Miró, Joan",Spanish,1893,1983,1916,1916,1916,Jacques and Natasha Gelman Collection,1998,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489972,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.363.22,FALSE,Modern and Contemporary Art,Sculpture,Three Men Walking II,Artist,,Joan Miró,,"Miró, Joan",Spanish,1893,1983,1949,1949,1949,Jacques and Natasha Gelman Collection,1998,,,,Sculpture,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489978,Metropolitan Museum of Art New York NY, George A. Hearn, Arthur Hoppock Hearn, Joseph H. Hazen Foundation Purchase, and Cynthia Hazen Polsky and Leon B. Polsky Funds; Mayer Fund; Florene M. Schoenborn Bequest; Gifts of Professor and Mrs. Zevi Scharfstein and Himan Brown, and other gifts, bequests, and funds from various donors, by exchange," 1998""	""Purchase", Lila Acheson Wallace, Reba and Dave Williams, Stephen and Nan Swid, Roy R. and Marie S. Neuberger Foundation Inc., Louis and Bessie Adler Foundation Inc., Paula Cussi, Maria-Gaetana Matisse, The Barnett Newman Foundation, Jane and Robert Carroll, Eliot and Wilson Nolen, Mr. and Mrs. Derald H. Ruttenberg, Ruth and Seymour Klein Foundation Inc., Andrew N. Schiff, The Cowles Charitable Trust, The Merrill G. and Emita E. Hastings Foundation, John J. Roche, Molly and Walter Bareiss, Linda and Morton Janklow, Aaron I. Fleischman, and Linford L. Lougheed Gifts, and gifts from friends of the Museum; Kathryn E. Hurd, Denise and Andrew Saul, George A. Hearn, Arthur Hoppock Hearn, Joseph H. Hazen Foundation Purchase, and Cynthia Hazen Polsky and Leon B. Polsky Funds; Mayer Fund; Florene M. Schoenborn Bequest; Gifts of Professor and Mrs. Zevi Scharfstein and Himan Brown, and other gifts, bequests, and funds from various donors," by exchange""	1998				Paintings	""Art ©Jasper Johns/Licensed by VAGA", New York," NY""	http://www.metmuseum.org/art/collection/search/487065	""Metropolitan Museum of Art", New York," NY"""
1999.363.41,FALSE,Modern and Contemporary Art,Painting,Young Sailor II,Artist,,Salvador Dalí,,"Dalí, Salvador",Spanish,1904,1989,1906,1906,1906,Jacques and Natasha Gelman Collection,1998,,,,Paintings,© 2017 Succession H. Matisse / Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/489994,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.363.50,FALSE,Modern and Contemporary Art,Painting,Potato,Artist,,Max Ernst,,"Ernst, Max","French, born Germany",1891,1976,1928,1928,1928,Jacques and Natasha Gelman Collection,1998,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/490004,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.363.53,FALSE,Modern and Contemporary Art,Drawing,Constellation: Toward the Rainbow,Artist,,Claes Oldenburg,,"Oldenburg, Claes","American, born Sweden",1929,1929,1941,1941,1941,Jacques and Natasha Gelman Collection,1998,,,,Drawings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/490007,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.363.16,FALSE,Modern and Contemporary Art,Painting,The Accommodations of Desire,Designer|Manufacturer,,"Eliel Saarinen|International Silver Company, Wilcox Silver Plate Company Division (Meriden, Connecticut)",,"Saarinen, Eliel|WILCOX SILVER",American,1873,1950,1929,1929,1929,Jacques and Natasha Gelman Collection,1998,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/490036,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.32.15,FALSE,Modern and Contemporary Art,Painting,Gala Éluard,Designer|Manufacturer,,"Gilbert Rohde|The Herman Miller Furniture Company, Zeeland, MI",,"Rohde, Gilbert|Miller, Herman Inc.",American|American,1894,1944,1924,1924,1924,The Muriel Kallis Steinberg Newman Collection Gift of Muriel Kallis Newman,2006,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/490182,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.32.49,FALSE,Modern and Contemporary Art,Sculpture,Soft Calendar for the Month of August,Designer,,Marianne Brandt,,"Brandt, Marianne",German,1893,1984,1962,1962,1962,The Muriel Kallis Steinberg Newman Collection Gift of Muriel Kallis Newman,2006,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/490215,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.27.1a-c-5,FALSE,Modern and Contemporary Art,Prototype tea service,Prototype tea service,Designer|Manufacturer,,Josef Hoffmann|Wiener Werkstätte,,"Hoffmann, Josef|Wiener Werkstätte",Austrian,1870,1956,ca. 1933–35,1933,1935,Purchase Mr. and Mrs. Ronald Saarinen Swanson and John C. Waddell Gifts and Gift of Susan Dwight Bliss by exchange,1999,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/490759,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.600.15,FALSE,Modern and Contemporary Art,Electric clock,Electric clock,Artist,,Stephen Hannock,,"Hannock, Stephen",American,1951,2051,ca. 1933,1933,1933,John C. Waddell Collection Gift of John C. Waddell,2000,,,,Horology,© Herman Miller Inc.,http://www.metmuseum.org/art/collection/search/490893,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.63a-c,FALSE,Modern and Contemporary Art,Tea infuser and strainer,Tea Infuser and Strainer,Artist,,Lucien Lévy-Dhurmer,,"Lévy-Dhurmer, Lucien",French,1865,1953,ca. 1924,1924,1924,The Beatrice G. Warren and Leila W. Redstone Fund,2000,,,,Metalwork Silver,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/491299,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.278.1-.9,FALSE,Modern and Contemporary Art,Tea service,Tea service,Artist,,Andy Warhol,,"Warhol, Andy",American,1928,1987,ca. 1910,1910,1910,Cynthia Hazen Polsky and Leon B. Polsky Fund,2000,,,,Metalwork Silver,,http://www.metmuseum.org/art/collection/search/491720,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.153,FALSE,Modern and Contemporary Art,Painting,The Oxbow: After Church After Cole Flooded (Flooded River for the Matriarchs E. & A. Mongan) Green Light,Designer,,Georges Fouquet,,"Fouquet, Georges",French,1862,1957,2000,2000,2000,Purchase Moore Capital Management Inc. Gift,2001,,,,Paintings,,http://www.metmuseum.org/art/collection/search/491924,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.244.1-.25,FALSE,Modern and Contemporary Art,Dining room,Wisteria Room,Designer|Designer,,Émile-Jacques Ruhlmann|Emile Gaudissard,,"Ruhlmann, Émile-Jacques|Gaudissard, Emile",French,1879      |1872      ,1933      |1956      ,1910–14,1910,1914,Harris Brisbane Dick Fund,1966,,,,Woodwork Architectural,,http://www.metmuseum.org/art/collection/search/492332,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983.606.14–.22,FALSE,Modern and Contemporary Art,Painting,Nine Jackies,Artist,,Leonora Carrington,,"Carrington, Leonora","Mexican, born England",1917,2011,1964,1964,1964,Gift of Halston,1983,,,,Paintings,,http://www.metmuseum.org/art/collection/search/492371,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.723,FALSE,Modern and Contemporary Art,Dress ornament,Dress ornament,Designer|Manufacturer,,Studio 65|Gufram,,Studio 65|Gufram,Italian|Italian,1952,2052,ca. 1923,1923,1923,Gift of Eva and Michael Chow,2001,,,,Jewelry,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/492388,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.365,FALSE,Modern and Contemporary Art,Carpet ,Carpet ,Artist,,Alberto Giacometti,,"Giacometti, Alberto",Swiss,1901,1966,ca. 1925,1920,1930,Purchase Bequest of Thelma Williams Gill by exchange,2002,,,,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/492604,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.456.1,FALSE,Modern and Contemporary Art,Painting,Self-Portrait,Artist,,Roberto Matta,,"Matta, Roberto",Chilean,1911,2002,ca. 1937–38,1937,1937,The Pierre and Maria-Gaetana Matisse Collection,2002,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/492697,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2003.12a, b",FALSE,Modern and Contemporary Art,Chair,"""Capitello"" Chair",Artist,,Robert Rauschenberg,,"Rauschenberg, Robert",American,1925,2008,1971,1971,1971,Purchase Friends of Twentieth Century Decorative Arts Gifts by exchange,2003,,,,Furniture,© Gufram s.r.l.,http://www.metmuseum.org/art/collection/search/492747,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.456.111,FALSE,Modern and Contemporary Art,Sculpture,Tall Figure,Artist,,Barbara Hepworth,,"Hepworth, Barbara",British,1903,1975,1947,1947,1947,The Pierre and Maria-Gaetana Matisse Collection,2002,,,,Sculpture,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/492826,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.27,FALSE,Modern and Contemporary Art,Painting,Being With (Être Avec),Artist,,Alexander Calder,,"Calder, Alexander",American,1898,1976,1946,1946,1946,Purchase Lila Acheson Wallace Gift and Gift of The Glickstein Foundation by exchange,2003,,,,Paintings,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/493210,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005.390a-c,FALSE,Modern and Contemporary Art,Painting,Winter Pool,Artist,,Jean Tinguely,,"Tinguely, Jean",Swiss,1925,1991,1959,1959,1959,Gift of Steven and Alexandra Cohen and Purchase Lila Acheson Wallace Gift Bequest of Gioconda King by exchange Anonymous Gift and Gift of Sylvia de Cuevas by exchange Janet Lee Kadesky Ruttenberg Fund in memory of William S. Lieberman Mayer Fund and George A. Hearn and Kathryn E. Hurd Funds,2005,,,,Paintings,© Robert Rauschenberg Foundation,http://www.metmuseum.org/art/collection/search/494509,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
